Points ,Time s,7270: Instrument 0 :S/N 10105200: Osc Frequency Hz,7270: Instrument 0 :S/N 10105200: Osc Amplitude V, ,7270: Instrument 0 :S/N 10105200: X (volts/amps) V,7270: Instrument 0 :S/N 10105200: Y (volts/amps) V, , , , , , 
280,140.000000,3.168400e+004,1.000000e-001,,-7.420000e-004,-8.297000e-003,,,,,,,
281,140.500000,3.168430e+004,1.000000e-001,,-7.680000e-004,-8.310000e-003,,,,,,,
282,141.000000,3.168460e+004,1.000000e-001,,-7.960000e-004,-8.319000e-003,,,,,,,
283,141.500000,3.168490e+004,1.000000e-001,,-8.120000e-004,-8.332000e-003,,,,,,,
284,142.000000,3.168520e+004,1.000000e-001,,-8.400000e-004,-8.342000e-003,,,,,,,
285,142.500000,3.168550e+004,1.000000e-001,,-8.590000e-004,-8.352000e-003,,,,,,,
286,143.000000,3.168580e+004,1.000000e-001,,-8.770000e-004,-8.367000e-003,,,,,,,
287,143.500000,3.168610e+004,1.000000e-001,,-9.010000e-004,-8.377000e-003,,,,,,,
288,144.000000,3.168640e+004,1.000000e-001,,-9.090000e-004,-8.382000e-003,,,,,,,
289,144.500000,3.168670e+004,1.000000e-001,,-9.250000e-004,-8.395000e-003,,,,,,,
290,145.000000,3.168700e+004,1.000000e-001,,-9.390000e-004,-8.408000e-003,,,,,,,
291,145.500000,3.168730e+004,1.000000e-001,,-9.550000e-004,-8.419000e-003,,,,,,,
292,145.999000,3.168760e+004,1.000000e-001,,-9.690000e-004,-8.428000e-003,,,,,,,
293,146.500000,3.168790e+004,1.000000e-001,,-9.800000e-004,-8.437000e-003,,,,,,,
294,147.000000,3.168820e+004,1.000000e-001,,-9.930000e-004,-8.448000e-003,,,,,,,
295,147.500000,3.168850e+004,1.000000e-001,,-1.003000e-003,-8.462000e-003,,,,,,,
296,148.000000,3.168880e+004,1.000000e-001,,-1.007000e-003,-8.468000e-003,,,,,,,
297,148.500000,3.168910e+004,1.000000e-001,,-1.024000e-003,-8.474000e-003,,,,,,,
298,149.000000,3.168940e+004,1.000000e-001,,-1.033000e-003,-8.483000e-003,,,,,,,
299,149.500000,3.168970e+004,1.000000e-001,,-1.043000e-003,-8.495000e-003,,,,,,,
300,150.000000,3.169000e+004,1.000000e-001,,-1.050000e-003,-8.500000e-003,,,,,,,
301,150.500000,3.169030e+004,1.000000e-001,,-1.059000e-003,-8.510000e-003,,,,,,,
302,151.000000,3.169060e+004,1.000000e-001,,-1.066000e-003,-8.516000e-003,,,,,,,
303,151.500000,3.169090e+004,1.000000e-001,,-1.075000e-003,-8.526000e-003,,,,,,,
304,152.000000,3.169120e+004,1.000000e-001,,-1.078000e-003,-8.532000e-003,,,,,,,
305,152.500000,3.169150e+004,1.000000e-001,,-1.085000e-003,-8.542000e-003,,,,,,,
306,153.000000,3.169180e+004,1.000000e-001,,-1.096000e-003,-8.548000e-003,,,,,,,
307,153.500000,3.169210e+004,1.000000e-001,,-1.103000e-003,-8.557000e-003,,,,,,,
308,154.000000,3.169240e+004,1.000000e-001,,-1.109000e-003,-8.563000e-003,,,,,,,
309,154.500000,3.169270e+004,1.000000e-001,,-1.110000e-003,-8.569000e-003,,,,,,,
310,155.000000,3.169300e+004,1.000000e-001,,-1.120000e-003,-8.574000e-003,,,,,,,
311,155.500000,3.169330e+004,1.000000e-001,,-1.119000e-003,-8.582000e-003,,,,,,,
312,156.000000,3.169360e+004,1.000000e-001,,-1.131000e-003,-8.588000e-003,,,,,,,
313,156.500000,3.169390e+004,1.000000e-001,,-1.135000e-003,-8.591000e-003,,,,,,,
314,157.000000,3.169420e+004,1.000000e-001,,-1.138000e-003,-8.603000e-003,,,,,,,
315,157.500000,3.169450e+004,1.000000e-001,,-1.144000e-003,-8.612000e-003,,,,,,,
316,158.000000,3.169480e+004,1.000000e-001,,-1.143000e-003,-8.610000e-003,,,,,,,
317,158.500000,3.169510e+004,1.000000e-001,,-1.152000e-003,-8.620000e-003,,,,,,,
318,159.000000,3.169540e+004,1.000000e-001,,-1.154000e-003,-8.623000e-003,,,,,,,
319,159.500000,3.169570e+004,1.000000e-001,,-1.160000e-003,-8.631000e-003,,,,,,,
320,160.000000,3.169600e+004,1.000000e-001,,-1.166000e-003,-8.636000e-003,,,,,,,
321,160.500000,3.169630e+004,1.000000e-001,,-1.165000e-003,-8.636000e-003,,,,,,,
322,161.000000,3.169660e+004,1.000000e-001,,-1.173000e-003,-8.641000e-003,,,,,,,
323,161.500000,3.169690e+004,1.000000e-001,,-1.173000e-003,-8.647000e-003,,,,,,,
324,162.000000,3.169720e+004,1.000000e-001,,-1.183000e-003,-8.654000e-003,,,,,,,
325,162.500000,3.169750e+004,1.000000e-001,,-1.179000e-003,-8.662000e-003,,,,,,,
326,163.000000,3.169780e+004,1.000000e-001,,-1.184000e-003,-8.663000e-003,,,,,,,
327,163.500000,3.169810e+004,1.000000e-001,,-1.187000e-003,-8.672000e-003,,,,,,,
328,164.000000,3.169840e+004,1.000000e-001,,-1.193000e-003,-8.676000e-003,,,,,,,
329,164.500000,3.169870e+004,1.000000e-001,,-1.193000e-003,-8.673000e-003,,,,,,,
330,164.999000,3.169900e+004,1.000000e-001,,-1.197000e-003,-8.679000e-003,,,,,,,
331,165.500000,3.169930e+004,1.000000e-001,,-1.201000e-003,-8.684000e-003,,,,,,,
332,166.000000,3.169960e+004,1.000000e-001,,-1.200000e-003,-8.691000e-003,,,,,,,
333,166.500000,3.169990e+004,1.000000e-001,,-1.205000e-003,-8.690000e-003,,,,,,,
334,167.000000,3.170020e+004,1.000000e-001,,-1.207000e-003,-8.699000e-003,,,,,,,
335,167.500000,3.170050e+004,1.000000e-001,,-1.203000e-003,-8.702000e-003,,,,,,,
336,168.000000,3.170080e+004,1.000000e-001,,-1.209000e-003,-8.704000e-003,,,,,,,
337,168.500000,3.170110e+004,1.000000e-001,,-1.212000e-003,-8.708000e-003,,,,,,,
338,169.000000,3.170140e+004,1.000000e-001,,-1.216000e-003,-8.711000e-003,,,,,,,
339,169.500000,3.170170e+004,1.000000e-001,,-1.218000e-003,-8.715000e-003,,,,,,,
340,170.000000,3.170200e+004,1.000000e-001,,-1.223000e-003,-8.712000e-003,,,,,,,
341,170.500000,3.170230e+004,1.000000e-001,,-1.221000e-003,-8.720000e-003,,,,,,,
342,171.000000,3.170260e+004,1.000000e-001,,-1.224000e-003,-8.729000e-003,,,,,,,
343,171.500000,3.170290e+004,1.000000e-001,,-1.223000e-003,-8.727000e-003,,,,,,,
344,172.000000,3.170320e+004,1.000000e-001,,-1.225000e-003,-8.731000e-003,,,,,,,
345,172.500000,3.170350e+004,1.000000e-001,,-1.229000e-003,-8.735000e-003,,,,,,,
346,173.000000,3.170380e+004,1.000000e-001,,-1.231000e-003,-8.735000e-003,,,,,,,
347,173.500000,3.170410e+004,1.000000e-001,,-1.231000e-003,-8.742000e-003,,,,,,,
348,174.000000,3.170440e+004,1.000000e-001,,-1.234000e-003,-8.742000e-003,,,,,,,
349,174.500000,3.170470e+004,1.000000e-001,,-1.230000e-003,-8.745000e-003,,,,,,,
350,174.999000,3.170500e+004,1.000000e-001,,-1.238000e-003,-8.750000e-003,,,,,,,
351,175.500000,3.170530e+004,1.000000e-001,,-1.241000e-003,-8.752000e-003,,,,,,,
352,176.000000,3.170560e+004,1.000000e-001,,-1.242000e-003,-8.758000e-003,,,,,,,
353,176.500000,3.170590e+004,1.000000e-001,,-1.243000e-003,-8.757000e-003,,,,,,,
354,177.000000,3.170620e+004,1.000000e-001,,-1.246000e-003,-8.758000e-003,,,,,,,
355,177.500000,3.170650e+004,1.000000e-001,,-1.245000e-003,-8.762000e-003,,,,,,,
356,178.000000,3.170680e+004,1.000000e-001,,-1.246000e-003,-8.763000e-003,,,,,,,
357,178.500000,3.170710e+004,1.000000e-001,,-1.250000e-003,-8.767000e-003,,,,,,,
358,179.000000,3.170740e+004,1.000000e-001,,-1.249000e-003,-8.769000e-003,,,,,,,
359,179.500000,3.170770e+004,1.000000e-001,,-1.250000e-003,-8.770000e-003,,,,,,,
360,179.999000,3.170800e+004,1.000000e-001,,-1.252000e-003,-8.774000e-003,,,,,,,
361,180.500000,3.170830e+004,1.000000e-001,,-1.247000e-003,-8.780000e-003,,,,,,,
362,181.000000,3.170860e+004,1.000000e-001,,-1.252000e-003,-8.779000e-003,,,,,,,
363,181.500000,3.170890e+004,1.000000e-001,,-1.260000e-003,-8.775000e-003,,,,,,,
364,182.000000,3.170920e+004,1.000000e-001,,-1.254000e-003,-8.784000e-003,,,,,,,
365,182.500000,3.170950e+004,1.000000e-001,,-1.255000e-003,-8.780000e-003,,,,,,,
366,182.999000,3.170980e+004,1.000000e-001,,-1.257000e-003,-8.786000e-003,,,,,,,
367,183.500000,3.171010e+004,1.000000e-001,,-1.259000e-003,-8.786000e-003,,,,,,,
368,184.000000,3.171040e+004,1.000000e-001,,-1.259000e-003,-8.790000e-003,,,,,,,
369,184.500000,3.171070e+004,1.000000e-001,,-1.260000e-003,-8.792000e-003,,,,,,,
370,185.000000,3.171100e+004,1.000000e-001,,-1.257000e-003,-8.795000e-003,,,,,,,
371,185.500000,3.171130e+004,1.000000e-001,,-1.262000e-003,-8.800000e-003,,,,,,,
372,186.000000,3.171160e+004,1.000000e-001,,-1.262000e-003,-8.799000e-003,,,,,,,
373,186.500000,3.171190e+004,1.000000e-001,,-1.264000e-003,-8.801000e-003,,,,,,,
374,187.000000,3.171220e+004,1.000000e-001,,-1.264000e-003,-8.804000e-003,,,,,,,
375,187.500000,3.171250e+004,1.000000e-001,,-1.263000e-003,-8.804000e-003,,,,,,,
376,188.000000,3.171280e+004,1.000000e-001,,-1.266000e-003,-8.807000e-003,,,,,,,
377,188.500000,3.171310e+004,1.000000e-001,,-1.265000e-003,-8.810000e-003,,,,,,,
378,189.000000,3.171340e+004,1.000000e-001,,-1.264000e-003,-8.811000e-003,,,,,,,
379,189.500000,3.171370e+004,1.000000e-001,,-1.268000e-003,-8.816000e-003,,,,,,,
380,190.000000,3.171400e+004,1.000000e-001,,-1.266000e-003,-8.814000e-003,,,,,,,
381,190.500000,3.171430e+004,1.000000e-001,,-1.267000e-003,-8.822000e-003,,,,,,,
382,191.000000,3.171460e+004,1.000000e-001,,-1.264000e-003,-8.821000e-003,,,,,,,
383,191.500000,3.171490e+004,1.000000e-001,,-1.268000e-003,-8.819000e-003,,,,,,,
384,192.000000,3.171520e+004,1.000000e-001,,-1.274000e-003,-8.822000e-003,,,,,,,
385,192.500000,3.171550e+004,1.000000e-001,,-1.274000e-003,-8.822000e-003,,,,,,,
386,193.000000,3.171580e+004,1.000000e-001,,-1.273000e-003,-8.823000e-003,,,,,,,
387,193.500000,3.171610e+004,1.000000e-001,,-1.275000e-003,-8.825000e-003,,,,,,,
388,194.000000,3.171640e+004,1.000000e-001,,-1.279000e-003,-8.826000e-003,,,,,,,
389,194.500000,3.171670e+004,1.000000e-001,,-1.280000e-003,-8.830000e-003,,,,,,,
390,195.000000,3.171700e+004,1.000000e-001,,-1.277000e-003,-8.829000e-003,,,,,,,
391,195.500000,3.171730e+004,1.000000e-001,,-1.277000e-003,-8.831000e-003,,,,,,,
392,196.000000,3.171760e+004,1.000000e-001,,-1.278000e-003,-8.832000e-003,,,,,,,
393,196.500000,3.171790e+004,1.000000e-001,,-1.279000e-003,-8.837000e-003,,,,,,,
394,197.000000,3.171820e+004,1.000000e-001,,-1.278000e-003,-8.839000e-003,,,,,,,
395,197.500000,3.171850e+004,1.000000e-001,,-1.279000e-003,-8.836000e-003,,,,,,,
396,198.000000,3.171880e+004,1.000000e-001,,-1.280000e-003,-8.842000e-003,,,,,,,
397,198.500000,3.171910e+004,1.000000e-001,,-1.282000e-003,-8.842000e-003,,,,,,,
398,198.999000,3.171940e+004,1.000000e-001,,-1.279000e-003,-8.839000e-003,,,,,,,
399,199.500000,3.171970e+004,1.000000e-001,,-1.281000e-003,-8.838000e-003,,,,,,,
400,200.000000,3.172000e+004,1.000000e-001,,-1.280000e-003,-8.842000e-003,,,,,,,
401,200.500000,3.172030e+004,1.000000e-001,,-1.280000e-003,-8.844000e-003,,,,,,,
402,201.000000,3.172060e+004,1.000000e-001,,-1.279000e-003,-8.845000e-003,,,,,,,
403,201.500000,3.172090e+004,1.000000e-001,,-1.285000e-003,-8.852000e-003,,,,,,,
404,202.000000,3.172120e+004,1.000000e-001,,-1.281000e-003,-8.853000e-003,,,,,,,
405,202.500000,3.172150e+004,1.000000e-001,,-1.287000e-003,-8.851000e-003,,,,,,,
406,203.000000,3.172180e+004,1.000000e-001,,-1.285000e-003,-8.851000e-003,,,,,,,
407,203.500000,3.172210e+004,1.000000e-001,,-1.281000e-003,-8.852000e-003,,,,,,,
408,204.000000,3.172240e+004,1.000000e-001,,-1.286000e-003,-8.858000e-003,,,,,,,
409,204.500000,3.172270e+004,1.000000e-001,,-1.287000e-003,-8.856000e-003,,,,,,,
410,205.000000,3.172300e+004,1.000000e-001,,-1.287000e-003,-8.856000e-003,,,,,,,
411,205.500000,3.172330e+004,1.000000e-001,,-1.288000e-003,-8.859000e-003,,,,,,,
412,206.000000,3.172360e+004,1.000000e-001,,-1.290000e-003,-8.858000e-003,,,,,,,
413,206.500000,3.172390e+004,1.000000e-001,,-1.288000e-003,-8.863000e-003,,,,,,,
414,207.000000,3.172420e+004,1.000000e-001,,-1.284000e-003,-8.863000e-003,,,,,,,
415,207.500000,3.172450e+004,1.000000e-001,,-1.288000e-003,-8.865000e-003,,,,,,,
416,208.000000,3.172480e+004,1.000000e-001,,-1.290000e-003,-8.865000e-003,,,,,,,
417,208.500000,3.172510e+004,1.000000e-001,,-1.293000e-003,-8.862000e-003,,,,,,,
418,209.000000,3.172540e+004,1.000000e-001,,-1.297000e-003,-8.866000e-003,,,,,,,
419,209.500000,3.172570e+004,1.000000e-001,,-1.292000e-003,-8.869000e-003,,,,,,,
420,209.999000,3.172600e+004,1.000000e-001,,-1.294000e-003,-8.865000e-003,,,,,,,
421,210.500000,3.172630e+004,1.000000e-001,,-1.295000e-003,-8.868000e-003,,,,,,,
422,211.000000,3.172660e+004,1.000000e-001,,-1.295000e-003,-8.871000e-003,,,,,,,
423,211.500000,3.172690e+004,1.000000e-001,,-1.296000e-003,-8.871000e-003,,,,,,,
424,211.999000,3.172720e+004,1.000000e-001,,-1.296000e-003,-8.877000e-003,,,,,,,
425,212.500000,3.172750e+004,1.000000e-001,,-1.292000e-003,-8.872000e-003,,,,,,,
426,213.000000,3.172780e+004,1.000000e-001,,-1.292000e-003,-8.876000e-003,,,,,,,
427,213.500000,3.172810e+004,1.000000e-001,,-1.293000e-003,-8.873000e-003,,,,,,,
428,214.000000,3.172840e+004,1.000000e-001,,-1.296000e-003,-8.878000e-003,,,,,,,
429,214.500000,3.172870e+004,1.000000e-001,,-1.295000e-003,-8.876000e-003,,,,,,,
430,215.000000,3.172900e+004,1.000000e-001,,-1.295000e-003,-8.878000e-003,,,,,,,
431,215.500000,3.172930e+004,1.000000e-001,,-1.295000e-003,-8.878000e-003,,,,,,,
432,216.000000,3.172960e+004,1.000000e-001,,-1.298000e-003,-8.881000e-003,,,,,,,
433,216.500000,3.172990e+004,1.000000e-001,,-1.295000e-003,-8.879000e-003,,,,,,,
434,217.000000,3.173020e+004,1.000000e-001,,-1.297000e-003,-8.882000e-003,,,,,,,
435,217.500000,3.173050e+004,1.000000e-001,,-1.293000e-003,-8.881000e-003,,,,,,,
436,218.000000,3.173080e+004,1.000000e-001,,-1.297000e-003,-8.884000e-003,,,,,,,
437,218.500000,3.173110e+004,1.000000e-001,,-1.295000e-003,-8.884000e-003,,,,,,,
438,218.999000,3.173140e+004,1.000000e-001,,-1.299000e-003,-8.886000e-003,,,,,,,
439,219.500000,3.173170e+004,1.000000e-001,,-1.299000e-003,-8.888000e-003,,,,,,,
440,219.999000,3.173200e+004,1.000000e-001,,-1.296000e-003,-8.885000e-003,,,,,,,
441,220.500000,3.173230e+004,1.000000e-001,,-1.300000e-003,-8.889000e-003,,,,,,,
442,221.000000,3.173260e+004,1.000000e-001,,-1.297000e-003,-8.893000e-003,,,,,,,
443,221.500000,3.173290e+004,1.000000e-001,,-1.299000e-003,-8.888000e-003,,,,,,,
444,222.000000,3.173320e+004,1.000000e-001,,-1.298000e-003,-8.890000e-003,,,,,,,
445,222.500000,3.173350e+004,1.000000e-001,,-1.299000e-003,-8.887000e-003,,,,,,,
446,223.000000,3.173380e+004,1.000000e-001,,-1.296000e-003,-8.892000e-003,,,,,,,
447,223.500000,3.173410e+004,1.000000e-001,,-1.298000e-003,-8.893000e-003,,,,,,,
448,224.000000,3.173440e+004,1.000000e-001,,-1.301000e-003,-8.890000e-003,,,,,,,
449,224.500000,3.173470e+004,1.000000e-001,,-1.300000e-003,-8.890000e-003,,,,,,,
450,225.000000,3.173500e+004,1.000000e-001,,-1.304000e-003,-8.891000e-003,,,,,,,
451,225.500000,3.173530e+004,1.000000e-001,,-1.305000e-003,-8.893000e-003,,,,,,,
452,226.000000,3.173560e+004,1.000000e-001,,-1.301000e-003,-8.894000e-003,,,,,,,
453,226.499000,3.173590e+004,1.000000e-001,,-1.305000e-003,-8.896000e-003,,,,,,,
454,227.000000,3.173620e+004,1.000000e-001,,-1.301000e-003,-8.892000e-003,,,,,,,
455,227.500000,3.173650e+004,1.000000e-001,,-1.303000e-003,-8.898000e-003,,,,,,,
456,228.000000,3.173680e+004,1.000000e-001,,-1.302000e-003,-8.896000e-003,,,,,,,
457,228.500000,3.173710e+004,1.000000e-001,,-1.304000e-003,-8.899000e-003,,,,,,,
458,229.000000,3.173740e+004,1.000000e-001,,-1.308000e-003,-8.902000e-003,,,,,,,
459,229.500000,3.173770e+004,1.000000e-001,,-1.303000e-003,-8.898000e-003,,,,,,,
460,229.999000,3.173800e+004,1.000000e-001,,-1.306000e-003,-8.898000e-003,,,,,,,
461,230.500000,3.173830e+004,1.000000e-001,,-1.304000e-003,-8.901000e-003,,,,,,,
462,231.000000,3.173860e+004,1.000000e-001,,-1.305000e-003,-8.901000e-003,,,,,,,
463,231.500000,3.173890e+004,1.000000e-001,,-1.305000e-003,-8.903000e-003,,,,,,,
464,232.000000,3.173920e+004,1.000000e-001,,-1.303000e-003,-8.903000e-003,,,,,,,
465,232.500000,3.173950e+004,1.000000e-001,,-1.308000e-003,-8.908000e-003,,,,,,,
466,232.999000,3.173980e+004,1.000000e-001,,-1.301000e-003,-8.905000e-003,,,,,,,
467,233.500000,3.174010e+004,1.000000e-001,,-1.304000e-003,-8.905000e-003,,,,,,,
468,234.000000,3.174040e+004,1.000000e-001,,-1.306000e-003,-8.912000e-003,,,,,,,
469,234.500000,3.174070e+004,1.000000e-001,,-1.306000e-003,-8.905000e-003,,,,,,,
470,235.000000,3.174100e+004,1.000000e-001,,-1.307000e-003,-8.908000e-003,,,,,,,
471,235.500000,3.174130e+004,1.000000e-001,,-1.306000e-003,-8.909000e-003,,,,,,,
472,236.000000,3.174160e+004,1.000000e-001,,-1.304000e-003,-8.912000e-003,,,,,,,
473,236.500000,3.174190e+004,1.000000e-001,,-1.308000e-003,-8.912000e-003,,,,,,,
474,237.000000,3.174220e+004,1.000000e-001,,-1.304000e-003,-8.909000e-003,,,,,,,
475,237.499000,3.174250e+004,1.000000e-001,,-1.306000e-003,-8.913000e-003,,,,,,,
476,238.000000,3.174280e+004,1.000000e-001,,-1.308000e-003,-8.912000e-003,,,,,,,
477,238.499000,3.174310e+004,1.000000e-001,,-1.309000e-003,-8.913000e-003,,,,,,,
478,239.000000,3.174340e+004,1.000000e-001,,-1.305000e-003,-8.909000e-003,,,,,,,
479,239.500000,3.174370e+004,1.000000e-001,,-1.306000e-003,-8.911000e-003,,,,,,,
480,240.000000,3.174400e+004,1.000000e-001,,-1.307000e-003,-8.913000e-003,,,,,,,
481,240.500000,3.174430e+004,1.000000e-001,,-1.307000e-003,-8.914000e-003,,,,,,,
482,241.000000,3.174460e+004,1.000000e-001,,-1.306000e-003,-8.913000e-003,,,,,,,
483,241.500000,3.174490e+004,1.000000e-001,,-1.308000e-003,-8.921000e-003,,,,,,,
484,242.000000,3.174520e+004,1.000000e-001,,-1.311000e-003,-8.917000e-003,,,,,,,
485,242.500000,3.174550e+004,1.000000e-001,,-1.313000e-003,-8.916000e-003,,,,,,,
486,243.000000,3.174580e+004,1.000000e-001,,-1.310000e-003,-8.919000e-003,,,,,,,
487,243.500000,3.174610e+004,1.000000e-001,,-1.314000e-003,-8.914000e-003,,,,,,,
488,244.000000,3.174640e+004,1.000000e-001,,-1.310000e-003,-8.914000e-003,,,,,,,
489,244.500000,3.174670e+004,1.000000e-001,,-1.308000e-003,-8.919000e-003,,,,,,,
490,245.000000,3.174700e+004,1.000000e-001,,-1.310000e-003,-8.920000e-003,,,,,,,
491,245.500000,3.174730e+004,1.000000e-001,,-1.313000e-003,-8.923000e-003,,,,,,,
492,246.000000,3.174760e+004,1.000000e-001,,-1.311000e-003,-8.921000e-003,,,,,,,
493,246.500000,3.174790e+004,1.000000e-001,,-1.311000e-003,-8.920000e-003,,,,,,,
494,247.000000,3.174820e+004,1.000000e-001,,-1.311000e-003,-8.924000e-003,,,,,,,
495,247.500000,3.174850e+004,1.000000e-001,,-1.313000e-003,-8.921000e-003,,,,,,,
496,248.000000,3.174880e+004,1.000000e-001,,-1.314000e-003,-8.922000e-003,,,,,,,
497,248.500000,3.174910e+004,1.000000e-001,,-1.313000e-003,-8.921000e-003,,,,,,,
498,249.000000,3.174940e+004,1.000000e-001,,-1.310000e-003,-8.924000e-003,,,,,,,
499,249.500000,3.174970e+004,1.000000e-001,,-1.313000e-003,-8.926000e-003,,,,,,,
500,250.000000,3.175000e+004,1.000000e-001,,-1.313000e-003,-8.929000e-003,,,,,,,
