Points ,Time s,7270: Instrument 0 :S/N 10105200: Osc Frequency Hz,7270: Instrument 0 :S/N 10105200: Osc Amplitude V, ,7270: Instrument 0 :S/N 10105200: X (volts/amps) V,7270: Instrument 0 :S/N 10105200: Y (volts/amps) V, , , , , , 
157,78.500000,2.944710e+004,1.000000e-001,,-1.506000e-003,-9.878000e-003,,,,,,,
158,79.000000,2.944740e+004,1.000000e-001,,-1.506000e-003,-9.878000e-003,,,,,,,
159,79.500000,2.944770e+004,1.000000e-001,,-1.504000e-003,-9.884000e-003,,,,,,,
160,80.000000,2.944800e+004,1.000000e-001,,-1.508000e-003,-9.885000e-003,,,,,,,
161,80.500000,2.944830e+004,1.000000e-001,,-1.505000e-003,-9.882000e-003,,,,,,,
162,81.000000,2.944860e+004,1.000000e-001,,-1.503000e-003,-9.886000e-003,,,,,,,
163,81.500000,2.944890e+004,1.000000e-001,,-1.506000e-003,-9.889000e-003,,,,,,,
164,82.000000,2.944920e+004,1.000000e-001,,-1.505000e-003,-9.889000e-003,,,,,,,
165,82.500000,2.944950e+004,1.000000e-001,,-1.506000e-003,-9.891000e-003,,,,,,,
166,83.000000,2.944980e+004,1.000000e-001,,-1.501000e-003,-9.895000e-003,,,,,,,
167,83.500000,2.945010e+004,1.000000e-001,,-1.500000e-003,-9.894000e-003,,,,,,,
168,84.000000,2.945040e+004,1.000000e-001,,-1.504000e-003,-9.897000e-003,,,,,,,
169,84.500000,2.945070e+004,1.000000e-001,,-1.502000e-003,-9.896000e-003,,,,,,,
170,85.000000,2.945100e+004,1.000000e-001,,-1.501000e-003,-9.901000e-003,,,,,,,
171,85.500000,2.945130e+004,1.000000e-001,,-1.502000e-003,-9.903000e-003,,,,,,,
172,86.000000,2.945160e+004,1.000000e-001,,-1.498000e-003,-9.903000e-003,,,,,,,
173,86.500000,2.945190e+004,1.000000e-001,,-1.502000e-003,-9.907000e-003,,,,,,,
174,87.000000,2.945220e+004,1.000000e-001,,-1.499000e-003,-9.909000e-003,,,,,,,
175,87.500000,2.945250e+004,1.000000e-001,,-1.499000e-003,-9.911000e-003,,,,,,,
176,88.000000,2.945280e+004,1.000000e-001,,-1.499000e-003,-9.911000e-003,,,,,,,
177,88.500000,2.945310e+004,1.000000e-001,,-1.498000e-003,-9.913000e-003,,,,,,,
178,89.000000,2.945340e+004,1.000000e-001,,-1.495000e-003,-9.916000e-003,,,,,,,
179,89.500000,2.945370e+004,1.000000e-001,,-1.498000e-003,-9.918000e-003,,,,,,,
180,90.000000,2.945400e+004,1.000000e-001,,-1.499000e-003,-9.919000e-003,,,,,,,
181,90.500000,2.945430e+004,1.000000e-001,,-1.498000e-003,-9.921000e-003,,,,,,,
182,91.000000,2.945460e+004,1.000000e-001,,-1.494000e-003,-9.924000e-003,,,,,,,
183,91.500000,2.945490e+004,1.000000e-001,,-1.493000e-003,-9.925000e-003,,,,,,,
184,92.000000,2.945520e+004,1.000000e-001,,-1.498000e-003,-9.927000e-003,,,,,,,
185,92.500000,2.945550e+004,1.000000e-001,,-1.495000e-003,-9.929000e-003,,,,,,,
186,93.000000,2.945580e+004,1.000000e-001,,-1.499000e-003,-9.933000e-003,,,,,,,
187,93.500000,2.945610e+004,1.000000e-001,,-1.494000e-003,-9.934000e-003,,,,,,,
188,94.000000,2.945640e+004,1.000000e-001,,-1.496000e-003,-9.939000e-003,,,,,,,
189,94.500000,2.945670e+004,1.000000e-001,,-1.495000e-003,-9.943000e-003,,,,,,,
190,95.000000,2.945700e+004,1.000000e-001,,-1.497000e-003,-9.939000e-003,,,,,,,
191,95.500000,2.945730e+004,1.000000e-001,,-1.495000e-003,-9.943000e-003,,,,,,,
192,96.000000,2.945760e+004,1.000000e-001,,-1.491000e-003,-9.947000e-003,,,,,,,
193,96.500000,2.945790e+004,1.000000e-001,,-1.493000e-003,-9.948000e-003,,,,,,,
194,97.000000,2.945820e+004,1.000000e-001,,-1.495000e-003,-9.950000e-003,,,,,,,
195,97.500000,2.945850e+004,1.000000e-001,,-1.492000e-003,-9.957000e-003,,,,,,,
196,98.000000,2.945880e+004,1.000000e-001,,-1.491000e-003,-9.957000e-003,,,,,,,
197,98.500000,2.945910e+004,1.000000e-001,,-1.489000e-003,-9.959000e-003,,,,,,,
198,99.000000,2.945940e+004,1.000000e-001,,-1.488000e-003,-9.962000e-003,,,,,,,
199,99.500000,2.945970e+004,1.000000e-001,,-1.491000e-003,-9.965000e-003,,,,,,,
200,100.000000,2.946000e+004,1.000000e-001,,-1.488000e-003,-9.968000e-003,,,,,,,
201,100.500000,2.946030e+004,1.000000e-001,,-1.488000e-003,-9.970000e-003,,,,,,,
202,101.000000,2.946060e+004,1.000000e-001,,-1.484000e-003,-9.977000e-003,,,,,,,
203,101.500000,2.946090e+004,1.000000e-001,,-1.483000e-003,-9.977000e-003,,,,,,,
204,102.000000,2.946120e+004,1.000000e-001,,-1.485000e-003,-9.983000e-003,,,,,,,
205,102.500000,2.946150e+004,1.000000e-001,,-1.480000e-003,-9.981000e-003,,,,,,,
206,103.000000,2.946180e+004,1.000000e-001,,-1.481000e-003,-9.987000e-003,,,,,,,
207,103.500000,2.946210e+004,1.000000e-001,,-1.480000e-003,-9.990000e-003,,,,,,,
208,104.000000,2.946240e+004,1.000000e-001,,-1.482000e-003,-9.993000e-003,,,,,,,
209,104.500000,2.946270e+004,1.000000e-001,,-1.476000e-003,-9.997000e-003,,,,,,,
210,105.000000,2.946300e+004,1.000000e-001,,-1.478000e-003,-1.000000e-002,,,,,,,
211,105.500000,2.946330e+004,1.000000e-001,,-1.477000e-003,-1.000300e-002,,,,,,,
212,106.000000,2.946360e+004,1.000000e-001,,-1.473000e-003,-1.000700e-002,,,,,,,
213,106.500000,2.946390e+004,1.000000e-001,,-1.473000e-003,-1.001300e-002,,,,,,,
214,107.000000,2.946420e+004,1.000000e-001,,-1.471000e-003,-1.001800e-002,,,,,,,
215,107.500000,2.946450e+004,1.000000e-001,,-1.472000e-003,-1.001600e-002,,,,,,,
216,108.000000,2.946480e+004,1.000000e-001,,-1.467000e-003,-1.002300e-002,,,,,,,
217,108.500000,2.946510e+004,1.000000e-001,,-1.472000e-003,-1.002600e-002,,,,,,,
218,109.000000,2.946540e+004,1.000000e-001,,-1.467000e-003,-1.003300e-002,,,,,,,
219,109.500000,2.946570e+004,1.000000e-001,,-1.467000e-003,-1.003600e-002,,,,,,,
220,110.000000,2.946600e+004,1.000000e-001,,-1.465000e-003,-1.004000e-002,,,,,,,
221,110.500000,2.946630e+004,1.000000e-001,,-1.463000e-003,-1.004300e-002,,,,,,,
222,111.000000,2.946660e+004,1.000000e-001,,-1.464000e-003,-1.005000e-002,,,,,,,
223,111.500000,2.946690e+004,1.000000e-001,,-1.462000e-003,-1.005200e-002,,,,,,,
224,112.000000,2.946720e+004,1.000000e-001,,-1.459000e-003,-1.005700e-002,,,,,,,
225,112.500000,2.946750e+004,1.000000e-001,,-1.456000e-003,-1.006200e-002,,,,,,,
226,113.000000,2.946780e+004,1.000000e-001,,-1.453000e-003,-1.006800e-002,,,,,,,
227,113.500000,2.946810e+004,1.000000e-001,,-1.449000e-003,-1.007500e-002,,,,,,,
228,114.000000,2.946840e+004,1.000000e-001,,-1.451000e-003,-1.007700e-002,,,,,,,
229,114.500000,2.946870e+004,1.000000e-001,,-1.446000e-003,-1.008100e-002,,,,,,,
230,115.000000,2.946900e+004,1.000000e-001,,-1.444000e-003,-1.008900e-002,,,,,,,
231,115.500000,2.946930e+004,1.000000e-001,,-1.443000e-003,-1.009400e-002,,,,,,,
232,116.000000,2.946960e+004,1.000000e-001,,-1.440000e-003,-1.009800e-002,,,,,,,
233,116.500000,2.946990e+004,1.000000e-001,,-1.433000e-003,-1.010400e-002,,,,,,,
234,117.000000,2.947020e+004,1.000000e-001,,-1.431000e-003,-1.011200e-002,,,,,,,
235,117.500000,2.947050e+004,1.000000e-001,,-1.430000e-003,-1.011800e-002,,,,,,,
236,118.001000,2.947080e+004,1.000000e-001,,-1.425000e-003,-1.012200e-002,,,,,,,
237,118.500000,2.947110e+004,1.000000e-001,,-1.422000e-003,-1.012800e-002,,,,,,,
238,119.000000,2.947140e+004,1.000000e-001,,-1.419000e-003,-1.013400e-002,,,,,,,
239,119.500000,2.947170e+004,1.000000e-001,,-1.411000e-003,-1.014000e-002,,,,,,,
240,120.001000,2.947200e+004,1.000000e-001,,-1.407000e-003,-1.015100e-002,,,,,,,
241,120.500000,2.947230e+004,1.000000e-001,,-1.404000e-003,-1.015500e-002,,,,,,,
242,121.000000,2.947260e+004,1.000000e-001,,-1.398000e-003,-1.016500e-002,,,,,,,
243,121.500000,2.947290e+004,1.000000e-001,,-1.393000e-003,-1.016800e-002,,,,,,,
244,122.000000,2.947320e+004,1.000000e-001,,-1.390000e-003,-1.017800e-002,,,,,,,
245,122.500000,2.947350e+004,1.000000e-001,,-1.385000e-003,-1.018500e-002,,,,,,,
246,123.000000,2.947380e+004,1.000000e-001,,-1.376000e-003,-1.019500e-002,,,,,,,
247,123.500000,2.947410e+004,1.000000e-001,,-1.375000e-003,-1.020100e-002,,,,,,,
248,124.000000,2.947440e+004,1.000000e-001,,-1.368000e-003,-1.020900e-002,,,,,,,
249,124.500000,2.947470e+004,1.000000e-001,,-1.360000e-003,-1.021600e-002,,,,,,,
250,125.000000,2.947500e+004,1.000000e-001,,-1.355000e-003,-1.022800e-002,,,,,,,
251,125.500000,2.947530e+004,1.000000e-001,,-1.349000e-003,-1.023300e-002,,,,,,,
252,126.000000,2.947560e+004,1.000000e-001,,-1.341000e-003,-1.024100e-002,,,,,,,
253,126.500000,2.947590e+004,1.000000e-001,,-1.333000e-003,-1.025600e-002,,,,,,,
254,127.000000,2.947620e+004,1.000000e-001,,-1.323000e-003,-1.026100e-002,,,,,,,
255,127.500000,2.947650e+004,1.000000e-001,,-1.314000e-003,-1.027200e-002,,,,,,,
256,128.000000,2.947680e+004,1.000000e-001,,-1.306000e-003,-1.027900e-002,,,,,,,
257,128.500000,2.947710e+004,1.000000e-001,,-1.291000e-003,-1.029000e-002,,,,,,,
258,129.000000,2.947740e+004,1.000000e-001,,-1.281000e-003,-1.029900e-002,,,,,,,
259,129.500000,2.947770e+004,1.000000e-001,,-1.269000e-003,-1.030800e-002,,,,,,,
260,130.000000,2.947800e+004,1.000000e-001,,-1.259000e-003,-1.031800e-002,,,,,,,
261,130.500000,2.947830e+004,1.000000e-001,,-1.245000e-003,-1.032700e-002,,,,,,,
262,131.000000,2.947860e+004,1.000000e-001,,-1.233000e-003,-1.034000e-002,,,,,,,
263,131.500000,2.947890e+004,1.000000e-001,,-1.216000e-003,-1.034900e-002,,,,,,,
264,132.000000,2.947920e+004,1.000000e-001,,-1.201000e-003,-1.036100e-002,,,,,,,
265,132.500000,2.947950e+004,1.000000e-001,,-1.185000e-003,-1.036800e-002,,,,,,,
266,133.000000,2.947980e+004,1.000000e-001,,-1.168000e-003,-1.038400e-002,,,,,,,
267,133.500000,2.948010e+004,1.000000e-001,,-1.147000e-003,-1.039000e-002,,,,,,,
268,134.000000,2.948040e+004,1.000000e-001,,-1.128000e-003,-1.040100e-002,,,,,,,
269,134.500000,2.948070e+004,1.000000e-001,,-1.106000e-003,-1.041200e-002,,,,,,,
270,135.000000,2.948100e+004,1.000000e-001,,-1.087000e-003,-1.041900e-002,,,,,,,
271,135.500000,2.948130e+004,1.000000e-001,,-1.060000e-003,-1.042600e-002,,,,,,,
272,136.000000,2.948160e+004,1.000000e-001,,-1.036000e-003,-1.043600e-002,,,,,,,
273,136.500000,2.948190e+004,1.000000e-001,,-1.009000e-003,-1.044400e-002,,,,,,,
274,137.000000,2.948220e+004,1.000000e-001,,-9.790000e-004,-1.045200e-002,,,,,,,
275,137.500000,2.948250e+004,1.000000e-001,,-9.480000e-004,-1.045500e-002,,,,,,,
276,138.000000,2.948280e+004,1.000000e-001,,-9.180000e-004,-1.046500e-002,,,,,,,
277,138.500000,2.948310e+004,1.000000e-001,,-8.870000e-004,-1.046500e-002,,,,,,,
278,139.000000,2.948340e+004,1.000000e-001,,-8.500000e-004,-1.046700e-002,,,,,,,
279,139.500000,2.948370e+004,1.000000e-001,,-8.160000e-004,-1.046700e-002,,,,,,,
